query,hit,identity,count
"pH2_s-28F::IQMTTU203GXQBR rank=0277685 x=2727.5 y=1781.5 length=522","Fulvimarina sp -I91.19 Q514"
"pH2_s-28F::IQMTTU203GXQBR rank=0277685 x=2727.5 y=1781.5 length=522","Fulvimarina sp -I91.19 Q514"
"pH2_s-28F::IQMTTU203GXQBR rank=0277685 x=2727.5 y=1781.5 length=522","Fulvimarina sp -I91.19 Q514"
"pH2_s-28F::IQMTTU203GXQBR rank=0277685 x=2727.5 y=1781.5 length=522","Rhodomicrobium sp -I91.19 Q514"
"salt-28F::IQI8EWF01A7PHP rank=0234789 x=380.5 y=2875.5 length=522","Flavobacterium sp -I94.99 Q514"
"pH12-28F::IQI8EWF01CMOI7 rank=0208360 x=961.0 y=1313.5 length=522","Phormidium sp -I89.89 Q514"
"pH12-28F::IQI8EWF01CMOI7 rank=0208360 x=961.0 y=1313.5 length=522","Sphingomonas sp -I88.48 Q514"
"pH12-28F::IQI8EWF01CMOI7 rank=0208360 x=961.0 y=1313.5 length=522","Sphingomonas sp -I88.48 Q514"
"pH12-28F::IQI8EWF01CMOI7 rank=0208360 x=961.0 y=1313.5 length=522","Agrobacterium sp -I88.48 Q514"
"pH12-28F::IQI8EWF01CMOI7 rank=0208360 x=961.0 y=1313.5 length=522","Sphingomonas sp -I88.48 Q514"
"pH12-28F::IQI8EWF01AO12A rank=0315466 x=168.0 y=1056.0 length=522","Phormidium sp -I88.43 Q514"
"pH12-28F::IQI8EWF01AO12A rank=0315466 x=168.0 y=1056.0 length=522","Sphingomonas sp -I87.50 Q514"
"pH12-28F::IQI8EWF01AO12A rank=0315466 x=168.0 y=1056.0 length=522","Sphingomonas sp -I87.50 Q514"
"pH12-28F::IQI8EWF01AO12A rank=0315466 x=168.0 y=1056.0 length=522","Agrobacterium sp -I87.50 Q514"
"pH12-28F::IQI8EWF01AO12A rank=0315466 x=168.0 y=1056.0 length=522","Sphingomonas sp -I87.50 Q514"
"pH12-28F::IQI8EWF01B2N3C rank=0552454 x=733.0 y=1510.0 length=522","Phormidium sp -I89.71 Q514"
"pH12-28F::IQI8EWF01B2N3C rank=0552454 x=733.0 y=1510.0 length=522","Sphingomonas sp -I88.42 Q514"
"pH12-28F::IQI8EWF01B2N3C rank=0552454 x=733.0 y=1510.0 length=522","Sphingomonas sp -I88.42 Q514"
"pH12-28F::IQI8EWF01B2N3C rank=0552454 x=733.0 y=1510.0 length=522","Agrobacterium sp -I88.42 Q514"
"pH12-28F::IQI8EWF01B2N3C rank=0552454 x=733.0 y=1510.0 length=522","Sphingomonas sp -I88.42 Q514"
"pH12-28F::IQI8EWF01B2TSK rank=0825219 x=735.5 y=706.5 length=522","Phormidium sp -I89.71 Q514"
"pH12-28F::IQI8EWF01B2TSK rank=0825219 x=735.5 y=706.5 length=522","Sphingomonas sp -I89.47 Q514"
"pH12-28F::IQI8EWF01B2TSK rank=0825219 x=735.5 y=706.5 length=522","Sphingomonas sp -I89.47 Q514"
"pH12-28F::IQI8EWF01B2TSK rank=0825219 x=735.5 y=706.5 length=522","Agrobacterium sp -I89.47 Q514"
"pH12-28F::IQI8EWF01B2TSK rank=0825219 x=735.5 y=706.5 length=522","Sphingomonas sp -I89.47 Q514"
"pH12-28F::IQI8EWF01DF9L2 rank=0644792 x=1298.0 y=1304.0 length=522","Phormidium sp -I89.71 Q514"
"pH12-28F::IQI8EWF01DF9L2 rank=0644792 x=1298.0 y=1304.0 length=522","Sphingomonas sp -I88.42 Q514"
"pH12-28F::IQI8EWF01DF9L2 rank=0644792 x=1298.0 y=1304.0 length=522","Sphingomonas sp -I88.42 Q514"
"pH12-28F::IQI8EWF01DF9L2 rank=0644792 x=1298.0 y=1304.0 length=522","Agrobacterium sp -I88.42 Q514"
"pH12-28F::IQI8EWF01DF9L2 rank=0644792 x=1298.0 y=1304.0 length=522","Sphingomonas sp -I88.42 Q514"
"pH12-28F::IQI8EWF01DQJLP rank=0376696 x=1415.0 y=1579.0 length=522","Phormidium sp -I90.23 Q514"
"pH12-28F::IQI8EWF01DQJLP rank=0376696 x=1415.0 y=1579.0 length=522","Sphingomonas sp -I88.95 Q514"
"pH12-28F::IQI8EWF01DQJLP rank=0376696 x=1415.0 y=1579.0 length=522","Sphingomonas sp -I88.95 Q514"
"pH12-28F::IQI8EWF01DQJLP rank=0376696 x=1415.0 y=1579.0 length=522","Agrobacterium sp -I88.95 Q514"
"pH12-28F::IQI8EWF01DQJLP rank=0376696 x=1415.0 y=1579.0 length=522","Sphingomonas sp -I88.95 Q514"
"pH2_s-28F::IQMTTU202EODYX rank=0406512 x=1800.5 y=3623.0 length=522","Phormidium sp -I90.48 Q514"
"pH2_s-28F::IQMTTU202EODYX rank=0406512 x=1800.5 y=3623.0 length=522","Fulvimarina sp -I90.67 Q514"
"pH2_s-28F::IQMTTU202EODYX rank=0406512 x=1800.5 y=3623.0 length=522","Fulvimarina sp -I90.67 Q514"
"pH2_s-28F::IQMTTU202EODYX rank=0406512 x=1800.5 y=3623.0 length=522","Fulvimarina sp -I90.67 Q514"
"pH2_s-28F::IQMTTU202EODYX rank=0406512 x=1800.5 y=3623.0 length=522","Rhodomicrobium sp -I90.67 Q514"
"pH2_s-28F::IQMTTU202DMKPU rank=0200943 x=1370.0 y=720.5 length=522","Phormidium sp -I90.95 Q514"
"pH2_s-28F::IQMTTU202DMKPU rank=0200943 x=1370.0 y=720.5 length=522","Fulvimarina sp -I91.19 Q514"
"pH2_s-28F::IQMTTU202DMKPU rank=0200943 x=1370.0 y=720.5 length=522","Fulvimarina sp -I91.19 Q514"
"pH2_s-28F::IQMTTU202DMKPU rank=0200943 x=1370.0 y=720.5 length=522","Fulvimarina sp -I91.19 Q514"
"pH2_s-28F::IQMTTU202DMKPU rank=0200943 x=1370.0 y=720.5 length=522","Rhodomicrobium sp -I91.19 Q514"
"pH2_s-28F::IQMTTU202D14NC rank=0291446 x=1547.5 y=1398.0 length=522","Phormidium sp -I90.95 Q514"
"pH2_s-28F::IQMTTU202D14NC rank=0291446 x=1547.5 y=1398.0 length=522","Fulvimarina sp -I91.19 Q514"
"pH2_s-28F::IQMTTU202D14NC rank=0291446 x=1547.5 y=1398.0 length=522","Fulvimarina sp -I91.19 Q514"
"pH2_s-28F::IQMTTU202D14NC rank=0291446 x=1547.5 y=1398.0 length=522","Fulvimarina sp -I91.19 Q514"
"pH2_s-28F::IQMTTU202D14NC rank=0291446 x=1547.5 y=1398.0 length=522","Rhodomicrobium sp -I91.19 Q514"
"60-28F::IQI8EWF01AQFLE rank=0648413 x=183.0 y=3808.0 length=521","Sphingomonas sp -I98.80 Q513"
"60-28F::IQI8EWF01AQFLE rank=0648413 x=183.0 y=3808.0 length=521","Sphingobium sp -I99.69 Q513"
"salt-28F::IQI8EWF01CCU0P rank=0737387 x=849.0 y=1911.0 length=521","Phormidium sp -I90.19 Q513"
"salt-28F::IQI8EWF01CCU0P rank=0737387 x=849.0 y=1911.0 length=521","Sphingomonas sp -I88.95 Q513"
"salt-28F::IQI8EWF01CCU0P rank=0737387 x=849.0 y=1911.0 length=521","Sphingomonas sp -I88.95 Q513"
"salt-28F::IQI8EWF01CCU0P rank=0737387 x=849.0 y=1911.0 length=521","Agrobacterium sp -I88.95 Q513"
"salt-28F::IQI8EWF01CCU0P rank=0737387 x=849.0 y=1911.0 length=521","Sphingomonas sp -I88.95 Q513"
"pH2_r-28F::IQI8EWF01D96ED rank=0410068 x=1639.5 y=83.0 length=521","Symploca sp -I87.35 Q513"
"pH2_s-28F::IQMTTU203G5MBO rank=0157535 x=2817.0 y=1202.0 length=521","Phormidium sp -I90.95 Q513"
"pH2_s-28F::IQMTTU203G5MBO rank=0157535 x=2817.0 y=1202.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203G5MBO rank=0157535 x=2817.0 y=1202.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203G5MBO rank=0157535 x=2817.0 y=1202.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203G5MBO rank=0157535 x=2817.0 y=1202.0 length=521","Rhodomicrobium sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202D2H46 rank=0210104 x=1551.0 y=2504.0 length=521","Phormidium sp -I90.95 Q513"
"pH2_s-28F::IQMTTU202D2H46 rank=0210104 x=1551.0 y=2504.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202D2H46 rank=0210104 x=1551.0 y=2504.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202D2H46 rank=0210104 x=1551.0 y=2504.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202D2H46 rank=0210104 x=1551.0 y=2504.0 length=521","Rhodomicrobium sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203FZC1C rank=0346593 x=2335.0 y=3886.0 length=521","Phormidium sp -I90.95 Q513"
"pH2_s-28F::IQMTTU203FZC1C rank=0346593 x=2335.0 y=3886.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203FZC1C rank=0346593 x=2335.0 y=3886.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203FZC1C rank=0346593 x=2335.0 y=3886.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203FZC1C rank=0346593 x=2335.0 y=3886.0 length=521","Rhodomicrobium sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203GI8LP rank=0215922 x=2562.0 y=1467.0 length=521","Phormidium sp -I90.95 Q513"
"pH2_s-28F::IQMTTU203GI8LP rank=0215922 x=2562.0 y=1467.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203GI8LP rank=0215922 x=2562.0 y=1467.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203GI8LP rank=0215922 x=2562.0 y=1467.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203GI8LP rank=0215922 x=2562.0 y=1467.0 length=521","Rhodomicrobium sp -I91.19 Q513"
"salt-28F::IQI8EWF01ER4MS rank=0345347 x=1843.0 y=2018.0 length=521","Phormidium sp -I89.71 Q513"
"salt-28F::IQI8EWF01ER4MS rank=0345347 x=1843.0 y=2018.0 length=521","Sphingomonas sp -I88.42 Q513"
"salt-28F::IQI8EWF01ER4MS rank=0345347 x=1843.0 y=2018.0 length=521","Sphingomonas sp -I88.42 Q513"
"salt-28F::IQI8EWF01ER4MS rank=0345347 x=1843.0 y=2018.0 length=521","Agrobacterium sp -I88.42 Q513"
"salt-28F::IQI8EWF01ER4MS rank=0345347 x=1843.0 y=2018.0 length=521","Sphingomonas sp -I88.42 Q513"
"pH2_s-28F::IQMTTU203GLIKY rank=0246512 x=2588.0 y=1216.0 length=521","Phormidium sp -I90.95 Q513"
"pH2_s-28F::IQMTTU203GLIKY rank=0246512 x=2588.0 y=1216.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203GLIKY rank=0246512 x=2588.0 y=1216.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203GLIKY rank=0246512 x=2588.0 y=1216.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203GLIKY rank=0246512 x=2588.0 y=1216.0 length=521","Rhodomicrobium sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203GPQX3 rank=0192091 x=2636.0 y=2073.0 length=521","Phormidium sp -I90.95 Q513"
"pH2_s-28F::IQMTTU203GPQX3 rank=0192091 x=2636.0 y=2073.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203GPQX3 rank=0192091 x=2636.0 y=2073.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203GPQX3 rank=0192091 x=2636.0 y=2073.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203GPQX3 rank=0192091 x=2636.0 y=2073.0 length=521","Rhodomicrobium sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202DSZ44 rank=0097206 x=1443.0 y=1638.0 length=521","Phormidium sp -I90.95 Q513"
"pH2_s-28F::IQMTTU202DSZ44 rank=0097206 x=1443.0 y=1638.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202DSZ44 rank=0097206 x=1443.0 y=1638.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202DSZ44 rank=0097206 x=1443.0 y=1638.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202DSZ44 rank=0097206 x=1443.0 y=1638.0 length=521","Rhodomicrobium sp -I91.19 Q513"
"salt-28F::IQI8EWF01BYYPD rank=0459557 x=691.5 y=671.5 length=521","Phormidium sp -I90.04 Q513"
"salt-28F::IQI8EWF01BYYPD rank=0459557 x=691.5 y=671.5 length=521","Sphingomonas sp -I88.95 Q513"
"salt-28F::IQI8EWF01BYYPD rank=0459557 x=691.5 y=671.5 length=521","Sphingomonas sp -I88.95 Q513"
"salt-28F::IQI8EWF01BYYPD rank=0459557 x=691.5 y=671.5 length=521","Agrobacterium sp -I88.95 Q513"
"salt-28F::IQI8EWF01BYYPD rank=0459557 x=691.5 y=671.5 length=521","Sphingomonas sp -I88.95 Q513"
"salt-28F::IQI8EWF01EAI12 rank=0646562 x=1643.0 y=104.0 length=521","Phormidium sp -I89.59 Q513"
"salt-28F::IQI8EWF01EAI12 rank=0646562 x=1643.0 y=104.0 length=521","Sphingomonas sp -I87.05 Q513"
"salt-28F::IQI8EWF01EAI12 rank=0646562 x=1643.0 y=104.0 length=521","Sphingomonas sp -I87.05 Q513"
"salt-28F::IQI8EWF01EAI12 rank=0646562 x=1643.0 y=104.0 length=521","Agrobacterium sp -I87.05 Q513"
"salt-28F::IQI8EWF01EAI12 rank=0646562 x=1643.0 y=104.0 length=521","Novosphingobium sp -I87.05 Q513"
"pH2_s-28F::IQMTTU203FS3XF rank=0181229 x=2264.5 y=2961.0 length=521","Phormidium sp -I90.48 Q513"
"pH2_s-28F::IQMTTU203FS3XF rank=0181229 x=2264.5 y=2961.0 length=521","Fulvimarina sp -I90.67 Q513"
"pH2_s-28F::IQMTTU203FS3XF rank=0181229 x=2264.5 y=2961.0 length=521","Fulvimarina sp -I90.67 Q513"
"pH2_s-28F::IQMTTU203FS3XF rank=0181229 x=2264.5 y=2961.0 length=521","Fulvimarina sp -I90.67 Q513"
"pH2_s-28F::IQMTTU203FS3XF rank=0181229 x=2264.5 y=2961.0 length=521","Rhodomicrobium sp -I90.67 Q513"
"pH2_s-28F::IQMTTU203GSPFG rank=0347524 x=2670.0 y=810.0 length=521","Phormidium sp -I90.00 Q513"
"pH2_s-28F::IQMTTU203GSPFG rank=0347524 x=2670.0 y=810.0 length=521","Fulvimarina sp -I90.16 Q513"
"pH2_s-28F::IQMTTU203GSPFG rank=0347524 x=2670.0 y=810.0 length=521","Fulvimarina sp -I90.16 Q513"
"pH2_s-28F::IQMTTU203GSPFG rank=0347524 x=2670.0 y=810.0 length=521","Fulvimarina sp -I90.16 Q513"
"pH2_s-28F::IQMTTU203GSPFG rank=0347524 x=2670.0 y=810.0 length=521","Rhodomicrobium sp -I90.16 Q513"
"pH2_s-28F::IQMTTU203GHCPS rank=0122922 x=2540.0 y=3598.0 length=521","Phormidium sp -I90.48 Q513"
"pH2_s-28F::IQMTTU203GHCPS rank=0122922 x=2540.0 y=3598.0 length=521","Fulvimarina sp -I90.67 Q513"
"pH2_s-28F::IQMTTU203GHCPS rank=0122922 x=2540.0 y=3598.0 length=521","Fulvimarina sp -I90.67 Q513"
"pH2_s-28F::IQMTTU203GHCPS rank=0122922 x=2540.0 y=3598.0 length=521","Fulvimarina sp -I90.67 Q513"
"pH2_s-28F::IQMTTU203GHCPS rank=0122922 x=2540.0 y=3598.0 length=521","Rhodomicrobium sp -I90.67 Q513"
"pH2_s-28F::IQMTTU202DPPS7 rank=0339783 x=1405.0 y=3929.0 length=521","Phormidium sp -I90.95 Q513"
"pH2_s-28F::IQMTTU202DPPS7 rank=0339783 x=1405.0 y=3929.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202DPPS7 rank=0339783 x=1405.0 y=3929.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202DPPS7 rank=0339783 x=1405.0 y=3929.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202DPPS7 rank=0339783 x=1405.0 y=3929.0 length=521","Rhodomicrobium sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203G5WO5 rank=0226983 x=2820.0 y=2359.0 length=521","Phormidium sp -I90.95 Q513"
"pH2_s-28F::IQMTTU203G5WO5 rank=0226983 x=2820.0 y=2359.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203G5WO5 rank=0226983 x=2820.0 y=2359.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203G5WO5 rank=0226983 x=2820.0 y=2359.0 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU203G5WO5 rank=0226983 x=2820.0 y=2359.0 length=521","Rhodomicrobium sp -I91.19 Q513"
"salt-28F::IQI8EWF01CDLTT rank=0553328 x=857.0 y=3887.5 length=521","Phormidium sp -I89.71 Q513"
"salt-28F::IQI8EWF01CDLTT rank=0553328 x=857.0 y=3887.5 length=521","Sphingomonas sp -I88.95 Q513"
"salt-28F::IQI8EWF01CDLTT rank=0553328 x=857.0 y=3887.5 length=521","Sphingomonas sp -I88.95 Q513"
"salt-28F::IQI8EWF01CDLTT rank=0553328 x=857.0 y=3887.5 length=521","Agrobacterium sp -I88.95 Q513"
"salt-28F::IQI8EWF01CDLTT rank=0553328 x=857.0 y=3887.5 length=521","Sphingomonas sp -I88.95 Q513"
"pH2_s-28F::IQMTTU202EY2X8 rank=0354497 x=1922.0 y=2846.5 length=521","Phormidium sp -I90.95 Q513"
"pH2_s-28F::IQMTTU202EY2X8 rank=0354497 x=1922.0 y=2846.5 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202EY2X8 rank=0354497 x=1922.0 y=2846.5 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202EY2X8 rank=0354497 x=1922.0 y=2846.5 length=521","Fulvimarina sp -I91.19 Q513"
"pH2_s-28F::IQMTTU202EY2X8 rank=0354497 x=1922.0 y=2846.5 length=521","Rhodomicrobium sp -I91.19 Q513"
"pH12-28F::IQI8EWF01EMOEN rank=0620032 x=1781.0 y=1661.0 length=521","Phormidium sp -I89.14 Q513"
"pH12-28F::IQI8EWF01EMOEN rank=0620032 x=1781.0 y=1661.0 length=521","Sphingomonas sp -I88.95 Q513"
"pH12-28F::IQI8EWF01EMOEN rank=0620032 x=1781.0 y=1661.0 length=521","Sphingomonas sp -I88.95 Q513"
"pH12-28F::IQI8EWF01EMOEN rank=0620032 x=1781.0 y=1661.0 length=521","Agrobacterium sp -I88.95 Q513"
"pH12-28F::IQI8EWF01EMOEN rank=0620032 x=1781.0 y=1661.0 length=521","Sphingomonas sp -I88.95 Q513"
"pH2_s-28F::IQMTTU202ETFGU rank=0126458 x=1858.0 y=1276.0 length=521","Phormidium sp -I90.48 Q513"
"pH2_s-28F::IQMTTU202ETFGU rank=0126458 x=1858.0 y=1276.0 length=521","Fulvimarina sp -I90.67 Q513"
"pH2_s-28F::IQMTTU202ETFGU rank=0126458 x=1858.0 y=1276.0 length=521","Fulvimarina sp -I90.67 Q513"
"pH2_s-28F::IQMTTU202ETFGU rank=0126458 x=1858.0 y=1276.0 length=521","Fulvimarina sp -I90.67 Q513"
"pH2_s-28F::IQMTTU202ETFGU rank=0126458 x=1858.0 y=1276.0 length=521","Rhodomicrobium sp -I90.67 Q513"
"pH2_s-28F::IQMTTU202DT2FA rank=0310435 x=1455.0 y=2100.5 length=521","Phormidium sp -I90.95 Q513"
"pH2_s-28F::IQMTTU202DT2FA rank=0310435 x=1455.0 y=2100.5 length=521","Fulvimarina sp -I90.86 Q513"
"pH2_s-28F::IQMTTU202DT2FA rank=0310435 x=1455.0 y=2100.5 length=521","Fulvimarina sp -I90.86 Q513"
"pH2_s-28F::IQMTTU202DT2FA rank=0310435 x=1455.0 y=2100.5 length=521","Fulvimarina sp -I90.86 Q513"
"pH2_s-28F::IQMTTU202DT2FA rank=0310435 x=1455.0 y=2100.5 length=521","Fulvimarina sp -I90.86 Q513"
"pH2_s-28F::IQMTTU203G3AYI rank=0367651 x=2790.0 y=3752.0 length=520","Phormidium sp -I90.95 Q512"
"pH2_s-28F::IQMTTU203G3AYI rank=0367651 x=2790.0 y=3752.0 length=520","Fulvimarina sp -I91.19 Q512"
"pH2_s-28F::IQMTTU203G3AYI rank=0367651 x=2790.0 y=3752.0 length=520","Fulvimarina sp -I91.19 Q512"
"pH2_s-28F::IQMTTU203G3AYI rank=0367651 x=2790.0 y=3752.0 length=520","Fulvimarina sp -I91.19 Q512"
"pH2_s-28F::IQMTTU203G3AYI rank=0367651 x=2790.0 y=3752.0 length=520","Rhodomicrobium sp -I91.19 Q512"
"pH2_s-28F::IQMTTU203FVCBG rank=0355015 x=2290.5 y=650.5 length=522","Phormidium sp -I90.15 Q512"
"pH2_s-28F::IQMTTU203FVCBG rank=0355015 x=2290.5 y=650.5 length=522","Fulvimarina sp -I89.80 Q512"
"pH2_s-28F::IQMTTU203FVCBG rank=0355015 x=2290.5 y=650.5 length=522","Fulvimarina sp -I89.80 Q512"
"pH2_s-28F::IQMTTU203FVCBG rank=0355015 x=2290.5 y=650.5 length=522","Fulvimarina sp -I89.80 Q512"
"pH2_s-28F::IQMTTU203FVCBG rank=0355015 x=2290.5 y=650.5 length=522","Rhodomicrobium sp -I89.80 Q512"
"salt-28F::IQI8EWF01EE5PX rank=0603664 x=1695.0 y=3107.0 length=520","Phormidium sp -I89.71 Q512"
"salt-28F::IQI8EWF01EE5PX rank=0603664 x=1695.0 y=3107.0 length=520","Sphingomonas sp -I86.85 Q512"
"salt-28F::IQI8EWF01EE5PX rank=0603664 x=1695.0 y=3107.0 length=520","Sphingomonas sp -I86.85 Q512"
"salt-28F::IQI8EWF01EE5PX rank=0603664 x=1695.0 y=3107.0 length=520","Agrobacterium sp -I86.85 Q512"
"salt-28F::IQI8EWF01EE5PX rank=0603664 x=1695.0 y=3107.0 length=520","Sphingomonas sp -I86.85 Q512"
"salt-28F::IQI8EWF01C9OJT rank=0224030 x=1223.0 y=1271.5 length=520","Phormidium sp -I90.07 Q512"
"salt-28F::IQI8EWF01C9OJT rank=0224030 x=1223.0 y=1271.5 length=520","Sphingomonas sp -I88.95 Q512"
"salt-28F::IQI8EWF01C9OJT rank=0224030 x=1223.0 y=1271.5 length=520","Sphingomonas sp -I88.95 Q512"
"salt-28F::IQI8EWF01C9OJT rank=0224030 x=1223.0 y=1271.5 length=520","Agrobacterium sp -I88.95 Q512"
"salt-28F::IQI8EWF01C9OJT rank=0224030 x=1223.0 y=1271.5 length=520","Sphingomonas sp -I88.95 Q512"
"pH2_s-28F::IQMTTU203GO0D3 rank=0331215 x=2628.0 y=425.0 length=520","Phormidium sp -I90.43 Q512"
"pH2_s-28F::IQMTTU203GO0D3 rank=0331215 x=2628.0 y=425.0 length=520","Fulvimarina sp -I91.19 Q512"
"pH2_s-28F::IQMTTU203GO0D3 rank=0331215 x=2628.0 y=425.0 length=520","Fulvimarina sp -I91.19 Q512"
"pH2_s-28F::IQMTTU203GO0D3 rank=0331215 x=2628.0 y=425.0 length=520","Fulvimarina sp -I91.19 Q512"
"pH2_s-28F::IQMTTU203GO0D3 rank=0331215 x=2628.0 y=425.0 length=520","Rhodomicrobium sp -I91.19 Q512"
"pH2_s-28F::IQMTTU203GFJD9 rank=0184343 x=2520.0 y=863.0 length=520","Phormidium sp -I90.95 Q512"
"pH2_s-28F::IQMTTU203GFJD9 rank=0184343 x=2520.0 y=863.0 length=520","Fulvimarina sp -I91.19 Q512"
"pH2_s-28F::IQMTTU203GFJD9 rank=0184343 x=2520.0 y=863.0 length=520","Fulvimarina sp -I91.19 Q512"
"pH2_s-28F::IQMTTU203GFJD9 rank=0184343 x=2520.0 y=863.0 length=520","Fulvimarina sp -I91.19 Q512"
"pH2_s-28F::IQMTTU203GFJD9 rank=0184343 x=2520.0 y=863.0 length=520","Rhodomicrobium sp -I91.19 Q512"
"salt-28F::IQI8EWF01EH9MN rank=0754490 x=1731.5 y=685.0 length=548","Phormidium sp -I89.18 Q512"
"salt-28F::IQI8EWF01EH9MN rank=0754490 x=1731.5 y=685.0 length=548","Sphingomonas sp -I88.02 Q512"
"salt-28F::IQI8EWF01EH9MN rank=0754490 x=1731.5 y=685.0 length=548","Sphingomonas sp -I88.02 Q512"
"salt-28F::IQI8EWF01EH9MN rank=0754490 x=1731.5 y=685.0 length=548","Agrobacterium sp -I88.02 Q512"
"salt-28F::IQI8EWF01EH9MN rank=0754490 x=1731.5 y=685.0 length=548","Sphingomonas sp -I88.02 Q512"
"pH12-28F::IQI8EWF01CVTI5 rank=0340682 x=1065.0 y=1711.5 length=520","Phormidium sp -I90.23 Q512"
"pH12-28F::IQI8EWF01CVTI5 rank=0340682 x=1065.0 y=1711.5 length=520","Sphingomonas sp -I88.95 Q512"
"pH12-28F::IQI8EWF01CVTI5 rank=0340682 x=1065.0 y=1711.5 length=520","Sphingomonas sp -I88.95 Q512"
"pH12-28F::IQI8EWF01CVTI5 rank=0340682 x=1065.0 y=1711.5 length=520","Agrobacterium sp -I88.95 Q512"
"pH12-28F::IQI8EWF01CVTI5 rank=0340682 x=1065.0 y=1711.5 length=520","Sphingomonas sp -I88.95 Q512"
"pH2_s-28F::IQMTTU202D9FNF rank=0413879 x=1630.5 y=2281.5 length=520","Synechococcus sp -I87.95 Q512"
"pH2_s-28F::IQMTTU202D9FNF rank=0413879 x=1630.5 y=2281.5 length=520","Synechococcus sp -I87.95 Q512"
"pH2_s-28F::IQMTTU202D9FNF rank=0413879 x=1630.5 y=2281.5 length=520","Synechococcus sp -I87.95 Q512"
"pH2_s-28F::IQMTTU202D9FNF rank=0413879 x=1630.5 y=2281.5 length=520","Synechococcus sp -I87.95 Q512"
"pH2_s-28F::IQMTTU202D9FNF rank=0413879 x=1630.5 y=2281.5 length=520","Synechococcus sp -I87.95 Q512"
"pH12-28F::IQI8EWF01CP9DU rank=0474665 x=1002.5 y=368.0 length=520","Phormidium sp -I90.30 Q512"
"pH12-28F::IQI8EWF01CP9DU rank=0474665 x=1002.5 y=368.0 length=520","Sphingomonas sp -I88.02 Q512"
"pH12-28F::IQI8EWF01CP9DU rank=0474665 x=1002.5 y=368.0 length=520","Sphingomonas sp -I88.02 Q512"
"pH12-28F::IQI8EWF01CP9DU rank=0474665 x=1002.5 y=368.0 length=520","Agrobacterium sp -I88.02 Q512"
"pH12-28F::IQI8EWF01CP9DU rank=0474665 x=1002.5 y=368.0 length=520","Sphingomonas sp -I88.02 Q512"
"salt-28F::IQI8EWF01AWPB8 rank=0213030 x=255.5 y=1462.0 length=520","Phormidium sp -I88.35 Q512"
"salt-28F::IQI8EWF01AWPB8 rank=0213030 x=255.5 y=1462.0 length=520","Hydrogenophaga sp -I86.88 Q512"
"salt-28F::IQI8EWF01AWPB8 rank=0213030 x=255.5 y=1462.0 length=520","Sphingomonas sp -I84.69 Q512"
"salt-28F::IQI8EWF01AWPB8 rank=0213030 x=255.5 y=1462.0 length=520","Sphingomonas sp -I84.69 Q512"
