,Line,Species,ABS,time,regime,media,Time,CO2history,assayCO2,transplant,replicate,type,days,generations
1229,E,Nitzschia,0.2023,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1230,F,Nitzschia,0.2731,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1231,A,Scenedesmus,0.2028,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1232,B,Scenedesmus,0.2013,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1233,C,Scenedesmus,0.2589,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1234,D,Scenedesmus,0.202,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1235,E,Scenedesmus,0.2004,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1236,F,Scenedesmus,0.2958,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1237,A,Pseudokirchneriella,0.2539,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1238,B,Pseudokirchneriella,0.2237,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1239,C,Pseudokirchneriella,0.1974,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1240,D,Pseudokirchneriella,0.1918,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1241,E,Pseudokirchneriella,0.2107,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1242,F,Pseudokirchneriella,0.1643,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1243,A,Synechococcus,0.2823,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1244,B,Synechococcus,0.2842,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1245,C,Synechococcus,0.2091,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1246,D,Synechococcus,0.1938,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1247,E,Synechococcus,0.1749,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1248,F,Synechococcus,0.2316,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1249,A,Anabaena,0.2073,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1250,B,Anabaena,0.2017,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1251,C,Anabaena,0.15,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1252,D,Anabaena,0.1727,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1253,E,Anabaena,0.1778,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1254,F,Anabaena,0.1484,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1255,A,Chlamydomonas,0.4026,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1256,B,Chlamydomonas,0.1907,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1257,C,Chlamydomonas,0.2118,03-05-2012 10:13:00,2,liquid,6.667337963,ambient,low,8,NA,microplate,419.6673611,796.63
1258,D,Chlamydomonas,0.2152,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1259,E,Chlamydomonas,0.1609,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1260,F,Chlamydomonas,0.4107,03-05-2012 10:13:00,2,liquid,6.667337963,high,low,8,NA,microplate,419.6673611,796.63
1261,D,Navicula,0.1371,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1262,E,Navicula,0.1463,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1263,F,Navicula,0.159,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1264,A,Navicula,0.1443,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1265,B,Navicula,0.154,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1266,C,Navicula,0.1504,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1267,D,Synechococcus,0.1609,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1268,E,Synechococcus,0.1558,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1269,F,Synechococcus,0.1588,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1270,A,Synechococcus,0.1487,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1271,B,Synechococcus,0.1647,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1272,C,Synechococcus,0.1479,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1273,D,Scenedesmus,0.1412,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1274,E,Scenedesmus,0.1398,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1275,F,Scenedesmus,0.172,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1276,A,Scenedesmus,0.148,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1277,B,Scenedesmus,0.1619,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1278,C,Scenedesmus,0.148,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1279,D,Chlamydomonas,0.1457,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1280,E,Chlamydomonas,0.1474,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1281,F,Chlamydomonas,0.1483,02-27-2012 18:18:00,3,agar,0.004178241,high,ambient,8,NA,microplate,413.0041667,783.98
1282,A,Chlamydomonas,0.1429,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1283,B,Chlamydomonas,0.1441,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1284,C,Chlamydomonas,0.1339,02-27-2012 18:18:00,3,agar,0.004178241,ambient,ambient,8,NA,microplate,413.0041667,783.98
1285,D,Navicula,0.1303,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1286,E,Navicula,0.1316,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1287,F,Navicula,0.1494,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1288,A,Navicula,0.1299,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1289,B,Navicula,0.1484,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1290,C,Navicula,0.1406,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1291,D,Synechococcus,0.1422,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1292,E,Synechococcus,0.1486,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1293,F,Synechococcus,0.1363,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1294,A,Synechococcus,0.1369,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1295,B,Synechococcus,0.1426,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1296,C,Synechococcus,0.1413,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1297,D,Scenedesmus,0.1347,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1298,E,Scenedesmus,0.1364,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1299,F,Scenedesmus,0.1507,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1300,A,Scenedesmus,0.1304,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1301,B,Scenedesmus,0.135,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1302,C,Scenedesmus,0.1353,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1303,D,Chlamydomonas,0.1438,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1304,E,Chlamydomonas,0.1466,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1305,F,Chlamydomonas,0.1384,02-27-2012 18:23:00,3,agar,0.007222222,high,high,8,NA,microplate,413.0076389,783.99
1306,A,Chlamydomonas,0.1304,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1307,B,Chlamydomonas,0.1413,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1308,C,Chlamydomonas,0.1351,02-27-2012 18:23:00,3,agar,0.007222222,ambient,high,8,NA,microplate,413.0076389,783.99
1309,D,Navicula,0.1257,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1310,E,Navicula,0.129,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1311,F,Navicula,0.1371,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1312,A,Navicula,0.1236,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1313,B,Navicula,0.1384,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1314,C,Navicula,0.1303,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1315,D,Synechococcus,0.1322,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1316,E,Synechococcus,0.1384,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1317,F,Synechococcus,0.1291,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1318,A,Synechococcus,0.1251,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1319,B,Synechococcus,0.1334,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1320,C,Synechococcus,0.1321,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1321,D,Scenedesmus,0.1211,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1322,E,Scenedesmus,0.1207,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1323,F,Scenedesmus,0.122,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1324,A,Scenedesmus,0.1228,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1325,B,Scenedesmus,0.1276,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1326,C,Scenedesmus,0.122,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1327,D,Chlamydomonas,0.1218,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1328,E,Chlamydomonas,0.1251,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1329,F,Chlamydomonas,0.1207,02-27-2012 18:36:00,3,agar,0.016782407,high,low,8,NA,microplate,413.0166667,784.01
1330,A,Chlamydomonas,0.1253,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1331,B,Chlamydomonas,0.1253,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1332,C,Chlamydomonas,0.1243,02-27-2012 18:36:00,3,agar,0.016782407,ambient,low,8,NA,microplate,413.0166667,784.01
1333,D,Navicula,0.1431,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1334,E,Navicula,0.1396,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1335,F,Navicula,0.1624,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1336,A,Navicula,0.1428,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1337,B,Navicula,0.1462,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1338,C,Navicula,0.1487,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1339,D,Synechococcus,0.1594,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1340,E,Synechococcus,0.1483,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1341,F,Synechococcus,0.1521,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1342,A,Synechococcus,0.1449,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1343,B,Synechococcus,0.1591,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1344,C,Synechococcus,0.15,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1345,D,Scenedesmus,0.1486,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1346,E,Scenedesmus,0.1397,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1347,F,Scenedesmus,0.1613,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1348,A,Scenedesmus,0.1481,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1349,B,Scenedesmus,0.1623,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1350,C,Scenedesmus,0.1601,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1351,D,Chlamydomonas,0.1501,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1352,E,Chlamydomonas,0.1468,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1353,F,Chlamydomonas,0.159,02-28-2012 8:23:00,3,agar,0.590729167,high,ambient,8,NA,microplate,413.5909722,785.1
1354,A,Chlamydomonas,0.144,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1355,B,Chlamydomonas,0.1393,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1356,C,Chlamydomonas,0.1303,02-28-2012 8:23:00,3,agar,0.590729167,ambient,ambient,8,NA,microplate,413.5909722,785.1
1357,D,Navicula,0.1601,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1358,E,Navicula,0.1479,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1359,F,Navicula,0.152,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1360,A,Navicula,0.1464,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1361,B,Navicula,0.155,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1362,C,Navicula,0.1519,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1363,D,Synechococcus,0.162,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1364,E,Synechococcus,0.1547,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1365,F,Synechococcus,0.1662,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1366,A,Synechococcus,0.1509,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1367,B,Synechococcus,0.1692,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1368,C,Synechococcus,0.1481,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1369,D,Scenedesmus,0.1509,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1370,E,Scenedesmus,0.132,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1371,F,Scenedesmus,0.1743,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1372,A,Scenedesmus,0.1414,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1373,B,Scenedesmus,0.1601,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1374,C,Scenedesmus,0.1474,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1375,D,Chlamydomonas,0.1692,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1376,E,Chlamydomonas,0.1473,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1377,F,Chlamydomonas,0.1654,02-28-2012 8:14:00,3,agar,0.584479167,high,high,8,NA,microplate,413.5847222,785.08
1378,A,Chlamydomonas,0.132,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1379,B,Chlamydomonas,0.1446,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1380,C,Chlamydomonas,0.129,02-28-2012 8:14:00,3,agar,0.584479167,ambient,high,8,NA,microplate,413.5847222,785.08
1381,D,Navicula,0.1429,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1382,E,Navicula,0.1373,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1383,F,Navicula,0.1634,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1384,A,Navicula,0.145,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1385,B,Navicula,0.1479,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1386,C,Navicula,0.1541,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1387,D,Synechococcus,0.1651,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1388,E,Synechococcus,0.1494,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1389,F,Synechococcus,0.154,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1390,A,Synechococcus,0.1489,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1391,B,Synechococcus,0.1662,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1392,C,Synechococcus,0.1554,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1393,D,Scenedesmus,0.1477,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1394,E,Scenedesmus,0.1391,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1395,F,Scenedesmus,0.1643,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1396,A,Scenedesmus,0.1503,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1397,B,Scenedesmus,0.161,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1398,C,Scenedesmus,0.164,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1399,D,Chlamydomonas,0.1529,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1400,E,Chlamydomonas,0.1496,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1401,F,Chlamydomonas,0.1566,02-28-2012 11:25:00,3,agar,0.717002315,high,ambient,8,NA,microplate,413.7173611,785.34
1402,A,Chlamydomonas,0.1464,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1403,B,Chlamydomonas,0.1347,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1404,C,Chlamydomonas,0.1329,02-28-2012 11:25:00,3,agar,0.717002315,ambient,ambient,8,NA,microplate,413.7173611,785.34
1405,D,Navicula,0.1658,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1406,E,Navicula,0.1507,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1407,F,Navicula,0.1629,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1408,A,Navicula,0.1558,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1409,B,Navicula,0.1593,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1410,C,Navicula,0.1598,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1411,D,Synechococcus,0.1813,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1412,E,Synechococcus,0.1683,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1413,F,Synechococcus,0.1797,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1414,A,Synechococcus,0.1676,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1415,B,Synechococcus,0.1899,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1416,C,Synechococcus,0.1557,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1417,D,Scenedesmus,0.1634,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1418,E,Scenedesmus,0.1476,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1419,F,Scenedesmus,0.1929,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1420,A,Scenedesmus,0.154,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1421,B,Scenedesmus,0.1844,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1422,C,Scenedesmus,0.1513,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1423,D,Chlamydomonas,0.1786,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1424,E,Chlamydomonas,0.1551,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1425,F,Chlamydomonas,0.1743,02-28-2012 11:06:00,3,agar,0.704085648,high,high,8,NA,microplate,413.7041667,785.31
1426,A,Chlamydomonas,0.136,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1427,B,Chlamydomonas,0.1477,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1428,C,Chlamydomonas,0.1344,02-28-2012 11:06:00,3,agar,0.704085648,ambient,high,8,NA,microplate,413.7041667,785.31
1429,D,Navicula,0.1492,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1430,E,Navicula,0.1392,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1431,F,Navicula,0.1586,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1432,A,Navicula,0.1402,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
1433,B,Navicula,0.1439,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
1434,C,Navicula,0.1471,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
1435,D,Synechococcus,0.1642,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1436,E,Synechococcus,0.152,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1437,F,Synechococcus,0.1741,02-28-2012 11:20:00,3,agar,0.714016204,high,low,8,NA,microplate,413.7138889,785.33
1438,A,Synechococcus,0.1488,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
1439,B,Synechococcus,0.1691,02-28-2012 11:20:00,3,agar,0.714016204,ambient,low,8,NA,microplate,413.7138889,785.33
